Reach,River Sta,Profile,Q Total,SA Chan,SA Left,SA Right,SA Total
,,,(cfs),(acres),(acres),(acres),(acres)
Reach4B2,146279,PF 20,2000,237.52,286.86,232.7,757.08
Reach4B2,146279,PF 21,2100,238.65,302.92,245,786.58
Reach4B2,146279,PF 22,2200,239.85,317.39,259.14,816.38
Reach4B2,146279,PF 23,2300,240.89,331.03,273.23,845.15
Reach4B2,146279,PF 24,2400,241.94,346.72,288.3,876.96
Reach4B2,146279,PF 25,2500,242.92,362.12,303.99,909.02
Reach4B2,146279,PF 26,2600,243.55,376.4,318.56,938.52
Reach4B2,146279,PF 27,2700,244.16,393.08,333.59,970.83
Reach4B2,146279,PF 28,2800,244.65,409.6,347.69,1001.93
Reach4B2,146279,PF 29,2900,245.07,426.04,362.08,1033.2
Reach4B2,146279,PF 30,3000,245.56,441.48,375.1,1062.15
Reach4B2,146279,PF 31,3100,245.81,456.45,386.44,1088.71
Reach4B2,146279,PF 32,3200,246.04,471.65,396.37,1114.07
Reach4B2,146279,PF 33,3300,246.23,486.34,404.34,1136.91
Reach4B2,146279,PF 34,3400,246.42,500.73,412.66,1159.81
Reach4B2,146279,PF 35,3500,246.52,513.97,420.79,1181.28
Reach4B2,146279,PF 36,3600,246.63,525.92,427.94,1200.5
Reach4B2,146279,PF 37,3700,246.73,537.54,433.89,1218.16
Reach4B2,146279,PF 38,3800,246.87,547.99,439.69,1234.56
Reach4B2,146279,PF 39,3900,246.97,557.82,445.17,1249.95
Reach4B2,146279,PF 40,4000,247.04,566.3,450.88,1264.21
Reach4B2,146279,PF 41,4100,247.1,575.24,457,1279.34
Reach4B2,146279,PF 42,4200,247.14,582.72,461.93,1291.79
Reach4B2,146279,PF 43,4300,247.16,589.4,466.57,1303.14
Reach4B2,146279,PF 44,4400,247.18,595.31,471.16,1313.65
Reach4B2,146279,PF 45,4500,247.2,600.25,475.18,1322.63
,,,,,,,
Reach4B2,145846,PF 1,100,107.28,4.27,6.18,117.72
Reach4B2,145846,PF 2,200,137.32,14.81,15.78,167.91
Reach4B2,145846,PF 3,300,157.43,25.74,23.87,207.04
Reach4B2,145846,PF 4,400,170.92,43.92,30.44,245.28
Reach4B2,145846,PF 5,500,181.92,52.83,39.06,273.81
Reach4B2,145846,PF 6,600,191.62,64.56,50.18,306.36
Reach4B2,145846,PF 7,700,199.4,76.67,61.6,337.67
Reach4B2,145846,PF 8,800,205.07,90.51,73.03,368.62
Reach4B2,145846,PF 9,900,209.37,106.48,85.5,401.35
Reach4B2,145846,PF 10,1000,212.69,122.56,96.86,432.11
Reach4B2,145846,PF 11,1100,215.42,137.84,108.34,461.6
Reach4B2,145846,PF 12,1200,218.62,153.83,121.27,493.72
Reach4B2,145846,PF 13,1300,221.54,169.41,133.3,524.26
Reach4B2,145846,PF 14,1400,224.62,184.51,145.84,554.97
Reach4B2,145846,PF 15,1500,227.28,199.08,160.59,586.95
Reach4B2,145846,PF 16,1600,229.42,216.35,173.79,619.55
Reach4B2,145846,PF 17,1700,230.91,234.59,186.68,652.18
Reach4B2,145846,PF 18,1800,232.84,251.16,199.86,683.86
Reach4B2,145846,PF 19,1900,234.41,266.55,214.02,714.98
Reach4B2,145846,PF 20,2000,235.73,281.8,226.68,744.21
Reach4B2,145846,PF 21,2100,236.86,297.34,238.54,772.74
Reach4B2,145846,PF 22,2200,238.06,311.27,252.23,801.55
Reach4B2,145846,PF 23,2300,239.09,324.5,265.81,829.4
Reach4B2,145846,PF 24,2400,240.14,339.38,280.4,859.93
Reach4B2,145846,PF 25,2500,241.11,354.01,295.35,890.47
Reach4B2,145846,PF 26,2600,241.75,367.84,309.14,918.73
Reach4B2,145846,PF 27,2700,242.35,383.73,323.24,949.31
Reach4B2,145846,PF 28,2800,242.8,399.26,336.53,978.58
Reach4B2,145846,PF 29,2900,243.22,414.58,350.3,1008.1
Reach4B2,145846,PF 30,3000,243.7,428.88,362.68,1035.26
Reach4B2,145846,PF 31,3100,243.95,442.79,373.47,1060.21
Reach4B2,145846,PF 32,3200,244.17,457.16,382.87,1084.2
Reach4B2,145846,PF 33,3300,244.35,471.06,390.35,1105.77
Reach4B2,145846,PF 34,3400,244.54,484.9,398.28,1127.72
Reach4B2,145846,PF 35,3500,244.64,497.55,405.94,1148.14
Reach4B2,145846,PF 36,3600,244.75,509.14,412.68,1166.57
Reach4B2,145846,PF 37,3700,244.85,520.29,418.35,1183.49
Reach4B2,145846,PF 38,3800,244.99,530.34,423.96,1199.3
Reach4B2,145846,PF 39,3900,245.08,539.71,429.33,1214.12
Reach4B2,145846,PF 40,4000,245.16,547.88,434.98,1228.02
Reach4B2,145846,PF 41,4100,245.22,556.47,441.04,1242.72
Reach4B2,145846,PF 42,4200,245.26,563.83,445.93,1255.02
Reach4B2,145846,PF 43,4300,245.28,570.38,450.49,1266.16
Reach4B2,145846,PF 44,4400,245.3,576.2,455.04,1276.54
Reach4B2,145846,PF 45,4500,245.32,581.04,459.03,1285.4
,,,,,,,
Reach4B2,145375,PF 1,100,106.15,4.27,5.88,116.29
