Reach,River Sta,Q Total,Max Chl Dpth,Hydr Depth,Hydr Depth L,Hydr Depth C,Hydr Depth R,Vel Total,Vel Left,Vel Chnl,Vel Right,W.S. Elev,Min Ch El
,,(cfs),(ft),(ft),(ft),(ft),(ft),(ft/s),(ft/s),(ft/s),(ft/s),(ft),(ft)
Reach4B1,265472,1100,10.27,9.84,,9.84,,3.23,,3.23,,104.76,94.49
Reach4B1,265472,1200,10.55,10.12,,10.12,,3.43,,3.43,,105.04,94.49
Reach4B1,265472,1300,10.8,10.36,,10.36,,3.63,,3.63,,105.29,94.49
Reach4B1,265472,1400,10.99,10.56,,10.56,,3.83,,3.83,,105.48,94.49
Reach4B1,265472,1500,11.2,10.77,,10.77,,4.03,,4.03,,105.69,94.49
Reach4B1,265472,1600,11.4,10.97,,10.97,,4.22,,4.22,,105.89,94.49
Reach4B1,265472,1700,11.54,11.11,,11.11,,4.42,,4.42,,106.03,94.49
Reach4B1,265472,1800,11.65,11.21,,11.21,,4.64,,4.64,,106.14,94.49
Reach4B1,265472,1900,11.74,11.31,,11.31,,4.86,,4.86,,106.23,94.49
Reach4B1,265472,2000,11.65,11.22,,11.22,,5.15,,5.15,,106.14,94.49
Reach4B1,265472,2100,11.73,11.29,,11.29,,5.38,,5.38,,106.22,94.49
Reach4B1,265472,2200,11.76,11.33,,11.33,,5.61,,5.61,,106.25,94.49
Reach4B1,265472,2300,11.9,11.46,,11.46,,5.8,,5.8,,106.39,94.49
Reach4B1,265472,2400,11.94,11.51,,11.51,,6.03,,6.03,,106.43,94.49
Reach4B1,265472,2500,11.94,11.51,,11.51,,6.28,,6.28,,106.43,94.49
Reach4B1,265472,2600,11.96,11.52,,11.52,,6.52,,6.52,,106.45,94.49
Reach4B1,265472,2700,11.9,11.47,,11.47,,6.8,,6.8,,106.39,94.49
Reach4B1,265472,2800,11.91,11.47,,11.47,,7.05,,7.05,,106.4,94.49
Reach4B1,265472,2900,11.97,11.53,,11.53,,7.27,,7.27,,106.46,94.49
Reach4B1,265472,3000,11.97,11.54,,11.54,,7.52,,7.52,,106.46,94.49
Reach4B1,265472,3100,11.94,11.5,,11.5,,7.79,,7.79,,106.43,94.49
Reach4B1,265472,3200,11.99,11.55,,11.55,,8,,8,,106.48,94.49
Reach4B1,265472,3300,11.97,11.53,,11.53,,8.27,,8.27,,106.46,94.49
Reach4B1,265472,3400,12.04,11.61,,11.61,,8.47,,8.47,,106.53,94.49
Reach4B1,265472,3500,12.17,11.74,,11.74,,8.62,,8.62,,106.66,94.49
Reach4B1,265472,3600,12.09,11.65,,11.65,,8.93,,8.93,,106.58,94.49
Reach4B1,265472,3700,12.16,11.73,,11.73,,9.12,,9.12,,106.65,94.49
Reach4B1,265472,3800,12.32,11.89,,11.89,,9.24,,9.24,,106.81,94.49
Reach4B1,265472,3900,11.89,11.45,,11.45,,9.84,,9.84,,106.38,94.49
Reach4B1,265472,4000,11.84,11.4,,11.4,,10.14,,10.14,,106.33,94.49
Reach4B1,265472,4100,11.96,11.52,,11.52,,10.28,,10.28,,106.45,94.49
Reach4B1,265472,4200,12,11.56,,11.56,,10.5,,10.5,,106.49,94.49
Reach4B1,265472,4300,11.92,11.49,,11.49,,10.82,,10.82,,106.41,94.49
Reach4B1,265472,4400,11.97,11.53,,11.53,,11.03,,11.03,,106.46,94.49
Reach4B1,265472,4500,12.01,11.58,,11.58,,11.23,,11.23,,106.5,94.49
,,,,,,,,,,,,,
Reach4B1,265471,100,4.21,2.44,,2.44,,1.14,,1.14,,98.7,94.49
Reach4B1,265471,200,5.47,3.7,,3.7,,1.5,,1.5,,99.96,94.49
Reach4B1,265471,300,6.32,4.54,,4.54,,1.84,,1.84,,100.81,94.49
